Survived,Sex,Age,AgeGroup,Title,Pclass,Fare,FareBand,SibSp,Parch,FamilySize,Embarked
1,female,36.0,Adult,Miss,1,135.6333,"(31.0, 512.329]",0,0,1,C
0,male,61.0,Senior,Mr,3,6.2375,"(-0.001, 7.91]",0,0,1,S
1,female,36.0,Adult,Mrs,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,31.0,Adult,Mrs,3,20.525,"(14.454, 31.0]",1,1,3,S
1,female,16.0,Teen,Miss,1,57.9792,"(31.0, 512.329]",0,1,2,C
1,female,24.0,Adult,Miss,3,23.25,"(14.454, 31.0]",2,0,3,Q
0,male,45.5,Middle,Mr,1,28.5,"(14.454, 31.0]",0,0,1,S
0,male,38.0,Adult,Mr,1,153.4625,"(31.0, 512.329]",0,1,2,S
0,male,16.0,Teen,Mr,3,18.0,"(14.454, 31.0]",2,0,3,S
1,female,37.0,Adult,Mrs,1,133.65,"(31.0, 512.329]",1,0,2,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,29.0,Adult,Mr,1,66.6,"(31.0, 512.329]",1,0,2,S
1,female,41.0,Middle,Miss,1,134.5,"(31.0, 512.329]",0,0,1,C
1,male,45.0,Middle,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,45.0,Middle,Mr,1,35.5,"(31.0, 512.329]",0,0,1,S
1,male,2.0,Child,Master,2,26.0,"(14.454, 31.0]",1,1,3,S
1,female,24.0,Adult,Miss,1,263.0,"(31.0, 512.329]",3,2,6,S
0,male,28.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,25.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,36.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,40.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Mrs,3,16.1,"(14.454, 31.0]",1,0,2,S
1,male,3.0,Child,Master,3,15.9,"(14.454, 31.0]",1,1,3,S
0,male,42.0,Middle,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
0,male,23.0,Adult,Mr,3,9.225,"(7.91, 14.454]",0,0,1,S
0,male,37.0,Adult,Mr,1,35.0,"(31.0, 512.329]",0,0,1,S
0,male,15.0,Teen,Mr,3,7.2292,"(-0.001, 7.91]",1,1,3,C
0,male,25.0,Adult,Mr,3,17.8,"(14.454, 31.0]",1,0,2,S
0,male,24.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
0,male,28.0,Adult,Mr,3,9.5,"(7.91, 14.454]",0,0,1,S
1,female,22.0,Adult,Miss,1,55.0,"(31.0, 512.329]",0,1,2,S
0,female,38.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Miss,3,7.8792,"(-0.001, 7.91]",0,0,1,Q
1,female,24.0,Adult,Miss,3,7.8792,"(-0.001, 7.91]",0,0,1,Q
0,male,40.0,Adult,Mr,3,27.9,"(14.454, 31.0]",1,4,6,S
0,male,29.0,Adult,Mr,2,27.7208,"(14.454, 31.0]",1,0,2,C
0,female,45.0,Middle,Mrs,3,14.4542,"(7.91, 14.454]",0,1,2,C
0,male,35.0,Adult,Mr,3,7.05,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,15.5,"(14.454, 31.0]",1,0,2,Q
0,male,30.0,Adult,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
1,female,60.0,Middle,Mrs,1,75.25,"(31.0, 512.329]",1,0,2,C
1,female,24.0,Adult,Mrs,3,7.2292,"(-0.001, 7.91]",0,0,1,C
1,female,24.0,Adult,Miss,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,female,24.0,Adult,Mrs,1,69.3,"(31.0, 512.329]",0,0,1,C
1,male,25.0,Adult,Mr,1,55.4417,"(31.0, 512.329]",1,0,2,C
0,male,18.0,Teen,Mr,3,6.4958,"(-0.001, 7.91]",1,0,2,S
0,male,19.0,Teen,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,22.0,Adult,Mr,1,135.6333,"(31.0, 512.329]",0,0,1,C
0,female,3.0,Child,Miss,3,21.075,"(14.454, 31.0]",3,1,5,S
1,female,37.0,Adult,Mrs,1,82.1708,"(31.0, 512.329]",1,0,2,C
1,female,22.0,Adult,Miss,3,7.25,"(-0.001, 7.91]",0,0,1,S
0,male,27.0,Adult,Mr,1,211.5,"(31.0, 512.329]",0,2,3,C
0,male,20.0,Teen,Mr,3,4.0125,"(-0.001, 7.91]",0,0,1,C
0,male,19.0,Teen,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
1,female,42.0,Middle,Miss,1,227.525,"(31.0, 512.329]",0,0,1,C
1,female,1.0,Child,Miss,3,15.7417,"(14.454, 31.0]",0,2,3,C
0,male,32.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
1,female,35.0,Adult,Mrs,1,52.0,"(31.0, 512.329]",1,0,2,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,18.0,Teen,Mr,2,73.5,"(31.0, 512.329]",0,0,1,S
0,male,1.0,Child,Master,3,46.9,"(31.0, 512.329]",5,2,8,S
1,female,36.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.7292,"(-0.001, 7.91]",0,0,1,Q
1,female,17.0,Teen,Miss,2,12.0,"(7.91, 14.454]",0,0,1,C
1,male,36.0,Adult,Mr,1,120.0,"(31.0, 512.329]",1,2,4,S
1,male,21.0,Adult,Mr,3,7.7958,"(-0.001, 7.91]",0,0,1,S
0,male,28.0,Adult,Mr,3,7.925,"(7.91, 14.454]",2,0,3,S
1,female,23.0,Adult,Miss,1,113.275,"(31.0, 512.329]",1,0,2,C
1,female,24.0,Adult,Mrs,3,16.7,"(14.454, 31.0]",0,2,3,S
0,male,22.0,Adult,Mr,3,7.7958,"(-0.001, 7.91]",0,0,1,S
0,female,31.0,Adult,Miss,3,7.8542,"(-0.001, 7.91]",0,0,1,S
0,male,46.0,Middle,Mr,2,26.0,"(14.454, 31.0]",0,0,1,S
0,male,23.0,Adult,Rare,2,10.5,"(7.91, 14.454]",0,0,1,S
1,female,28.0,Adult,Mrs,2,12.65,"(7.91, 14.454]",0,0,1,S
1,male,39.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,26.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,female,21.0,Adult,Miss,3,9.825,"(7.91, 14.454]",1,0,2,S
0,male,28.0,Adult,Mr,3,15.85,"(14.454, 31.0]",1,0,2,S
0,female,20.0,Teen,Miss,3,8.6625,"(7.91, 14.454]",0,0,1,S
0,male,34.0,Adult,Mr,2,21.0,"(14.454, 31.0]",1,0,2,S
0,male,51.0,Middle,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,S
1,male,3.0,Child,Master,2,18.75,"(14.454, 31.0]",1,1,3,S
0,male,21.0,Adult,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,female,24.0,Adult,Miss,3,25.4667,"(14.454, 31.0]",3,1,5,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,6.8583,"(-0.001, 7.91]",0,0,1,Q
1,female,33.0,Adult,Miss,1,90.0,"(31.0, 512.329]",1,0,2,Q
0,male,29.0,Adult,Mr,2,0.0,"(-0.001, 7.91]",0,0,1,S
1,male,44.0,Middle,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,female,24.0,Adult,Mrs,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,34.0,Adult,Mrs,2,32.5,"(31.0, 512.329]",1,1,3,S
1,female,18.0,Teen,Miss,2,13.0,"(7.91, 14.454]",0,2,3,S
0,male,30.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,female,10.0,Child,Miss,3,24.15,"(14.454, 31.0]",0,2,3,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,C
0,male,21.0,Adult,Mr,3,7.7333,"(-0.001, 7.91]",0,0,1,Q
0,male,29.0,Adult,Mr,3,7.875,"(-0.001, 7.91]",0,0,1,S
0,female,28.0,Adult,Mrs,3,14.4,"(7.91, 14.454]",1,1,3,S
0,male,18.0,Teen,Mr,3,20.2125,"(14.454, 31.0]",1,1,3,S
0,male,24.0,Adult,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
1,female,28.0,Adult,Mrs,2,26.0,"(14.454, 31.0]",1,0,2,S
1,female,19.0,Teen,Miss,2,26.0,"(14.454, 31.0]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,male,32.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,28.0,Adult,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
1,female,24.0,Adult,Mrs,3,16.1,"(14.454, 31.0]",1,0,2,S
1,female,42.0,Middle,Mrs,2,26.0,"(14.454, 31.0]",1,0,2,S
0,male,17.0,Teen,Mr,3,7.125,"(-0.001, 7.91]",0,0,1,S
0,male,50.0,Middle,Mr,1,55.9,"(31.0, 512.329]",1,0,2,S
1,female,14.0,Teen,Miss,1,120.0,"(31.0, 512.329]",1,2,4,S
0,female,21.0,Adult,Miss,3,34.375,"(31.0, 512.329]",2,2,5,S
1,female,24.0,Adult,Mrs,2,18.75,"(14.454, 31.0]",2,3,6,S
0,male,64.0,Senior,Mr,1,263.0,"(31.0, 512.329]",1,4,6,S
0,male,31.0,Adult,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
1,female,45.0,Middle,Mrs,2,26.25,"(14.454, 31.0]",1,1,3,S
0,male,20.0,Teen,Mr,3,9.5,"(7.91, 14.454]",0,0,1,S
0,male,25.0,Adult,Mr,3,7.775,"(-0.001, 7.91]",1,0,2,S
1,female,28.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
1,male,24.0,Adult,Mr,3,8.1125,"(7.91, 14.454]",0,0,1,S
1,male,4.0,Child,Master,1,81.8583,"(31.0, 512.329]",0,2,3,S
1,female,13.0,Teen,Miss,2,19.5,"(14.454, 31.0]",0,1,2,S
1,male,34.0,Adult,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
1,female,5.0,Child,Miss,3,19.2583,"(14.454, 31.0]",2,1,4,C
1,male,52.0,Middle,Rare,1,30.5,"(14.454, 31.0]",0,0,1,S
0,male,36.0,Adult,Mr,2,27.75,"(14.454, 31.0]",1,2,4,S
0,male,24.0,Adult,Mr,3,19.9667,"(14.454, 31.0]",1,0,2,S
0,male,30.0,Adult,Mr,1,27.75,"(14.454, 31.0]",0,0,1,C
1,male,49.0,Middle,Mr,1,89.1042,"(31.0, 512.329]",1,0,2,C
0,male,24.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,29.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,C
0,male,65.0,Senior,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
1,female,37.0,Adult,Mrs,1,51.8625,"(31.0, 512.329]",1,0,2,S
1,female,50.0,Middle,Miss,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,male,48.0,Middle,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
0,male,34.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,47.0,Middle,Mr,1,38.5,"(31.0, 512.329]",0,0,1,S
0,male,48.0,Middle,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,38.0,Adult,Mr,3,7.05,"(-0.001, 7.91]",0,0,1,S
0,male,29.0,Adult,Mr,2,0.0,"(-0.001, 7.91]",0,0,1,S
0,male,56.0,Middle,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.725,"(-0.001, 7.91]",0,0,1,Q
1,female,0.75,Child,Miss,3,19.2583,"(14.454, 31.0]",2,1,4,C
0,male,24.0,Adult,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
0,male,38.0,Adult,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
1,female,33.0,Adult,Mrs,2,27.75,"(14.454, 31.0]",1,2,4,S
1,female,23.0,Adult,Mrs,2,13.7917,"(7.91, 14.454]",0,0,1,C
0,female,22.0,Adult,Miss,3,9.8375,"(7.91, 14.454]",0,0,1,S
0,male,37.0,Adult,Mr,1,52.0,"(31.0, 512.329]",0,0,1,S
0,male,34.0,Adult,Mr,2,21.0,"(14.454, 31.0]",1,0,2,S
0,male,29.0,Adult,Mr,3,7.0458,"(-0.001, 7.91]",1,0,2,S
0,male,22.0,Adult,Mr,3,7.5208,"(-0.001, 7.91]",0,0,1,S
1,female,2.0,Child,Miss,3,12.2875,"(7.91, 14.454]",0,1,2,S
0,male,9.0,Child,Master,3,46.9,"(31.0, 512.329]",5,2,8,S
0,male,29.0,Adult,Mr,2,0.0,"(-0.001, 7.91]",0,0,1,S
0,male,50.0,Middle,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,63.0,Senior,Mrs,3,9.5875,"(7.91, 14.454]",0,0,1,S
1,male,25.0,Adult,Mr,1,91.0792,"(31.0, 512.329]",1,0,2,C
0,female,24.0,Adult,Miss,3,25.4667,"(14.454, 31.0]",3,1,5,S
1,female,35.0,Adult,Mrs,1,90.0,"(31.0, 512.329]",1,0,2,S
0,male,58.0,Middle,Mr,1,29.7,"(14.454, 31.0]",0,0,1,C
0,male,30.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,9.0,Child,Master,3,15.9,"(14.454, 31.0]",1,1,3,S
0,male,24.0,Adult,Mr,3,19.9667,"(14.454, 31.0]",1,0,2,S
0,male,21.0,Adult,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
0,male,55.0,Middle,Mr,1,30.5,"(14.454, 31.0]",0,0,1,S
0,male,71.0,Senior,Mr,1,49.5042,"(31.0, 512.329]",0,0,1,C
0,male,21.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,14.4583,"(14.454, 31.0]",0,0,1,C
1,female,54.0,Middle,Miss,1,78.2667,"(31.0, 512.329]",1,0,2,C
0,male,24.0,Adult,Mr,3,15.1,"(14.454, 31.0]",0,0,1,S
0,female,25.0,Adult,Mrs,1,151.55,"(31.0, 512.329]",1,2,4,S
0,male,24.0,Adult,Mr,3,7.7958,"(-0.001, 7.91]",0,0,1,S
0,male,17.0,Teen,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
0,female,21.0,Adult,Miss,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,female,24.0,Adult,Miss,3,7.6292,"(-0.001, 7.91]",0,0,1,Q
0,female,37.0,Adult,Miss,3,9.5875,"(7.91, 14.454]",0,0,1,S
1,female,16.0,Teen,Miss,1,86.5,"(31.0, 512.329]",0,0,1,S
0,male,18.0,Teen,Mr,1,108.9,"(31.0, 512.329]",1,0,2,C
1,female,33.0,Adult,Mrs,2,26.0,"(14.454, 31.0]",0,2,3,S
1,male,37.0,Adult,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
0,male,28.0,Adult,Mr,3,22.525,"(14.454, 31.0]",0,0,1,S
1,male,26.0,Adult,Mr,3,56.4958,"(31.0, 512.329]",0,0,1,S
1,male,29.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,24.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,36.0,Adult,Mr,1,26.2875,"(14.454, 31.0]",0,0,1,S
1,female,54.0,Middle,Mrs,1,59.4,"(31.0, 512.329]",1,0,2,C
0,male,24.0,Adult,Mr,3,7.4958,"(-0.001, 7.91]",0,0,1,S
0,male,47.0,Middle,Mr,1,34.0208,"(31.0, 512.329]",0,0,1,S
1,female,34.0,Adult,Mrs,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,24.15,"(14.454, 31.0]",0,0,1,Q
1,female,36.0,Adult,Mrs,2,26.0,"(14.454, 31.0]",1,0,2,S
0,male,32.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,female,30.0,Adult,Miss,1,93.5,"(31.0, 512.329]",0,0,1,S
0,male,22.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
1,female,44.0,Middle,Mrs,1,57.9792,"(31.0, 512.329]",0,1,2,C
0,male,24.0,Adult,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
0,male,40.5,Middle,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,female,50.0,Middle,Miss,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,37.0,Adult,Mr,1,221.7792,"(31.0, 512.329]",0,0,1,S
0,male,39.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,23.0,Adult,Mr,2,11.5,"(7.91, 14.454]",2,1,4,S
1,female,2.0,Child,Miss,2,26.0,"(14.454, 31.0]",1,1,3,S
0,male,24.0,Adult,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
0,male,17.0,Teen,Mr,3,7.2292,"(-0.001, 7.91]",1,1,3,C
1,female,24.0,Adult,Mrs,3,22.3583,"(14.454, 31.0]",0,2,3,C
0,female,30.0,Adult,Miss,3,8.6625,"(7.91, 14.454]",0,0,1,S
1,female,7.0,Child,Miss,2,26.25,"(14.454, 31.0]",0,2,3,S
0,male,45.0,Middle,Rare,1,26.55,"(14.454, 31.0]",0,0,1,S
1,female,30.0,Adult,Miss,1,106.425,"(31.0, 512.329]",0,0,1,C
0,male,24.0,Adult,Mr,3,14.5,"(14.454, 31.0]",0,0,1,S
1,female,22.0,Adult,Miss,1,49.5,"(31.0, 512.329]",0,2,3,C
1,female,36.0,Adult,Miss,1,71.0,"(31.0, 512.329]",0,2,3,S
0,female,9.0,Child,Miss,3,31.275,"(31.0, 512.329]",4,2,7,S
0,female,11.0,Child,Miss,3,31.275,"(31.0, 512.329]",4,2,7,S
1,male,32.0,Adult,Mr,2,26.0,"(14.454, 31.0]",1,0,2,S
0,male,50.0,Middle,Mr,1,106.425,"(31.0, 512.329]",1,0,2,C
0,male,64.0,Senior,Mr,1,26.0,"(14.454, 31.0]",0,0,1,S
1,female,19.0,Teen,Mrs,2,26.0,"(14.454, 31.0]",1,0,2,S
1,male,29.0,Adult,Mr,2,13.8625,"(7.91, 14.454]",0,0,1,C
0,male,33.0,Adult,Mr,3,20.525,"(14.454, 31.0]",1,1,3,S
1,male,8.0,Child,Master,2,36.75,"(31.0, 512.329]",1,1,3,S
1,male,17.0,Teen,Mr,1,110.8833,"(31.0, 512.329]",0,2,3,C
0,male,27.0,Adult,Mr,2,26.0,"(14.454, 31.0]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.8292,"(-0.001, 7.91]",0,0,1,Q
1,male,22.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
1,female,22.0,Adult,Miss,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,male,62.0,Senior,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
1,female,48.0,Middle,Rare,1,39.6,"(31.0, 512.329]",1,0,2,C
0,male,37.0,Adult,Mr,1,227.525,"(31.0, 512.329]",0,0,1,C
1,female,39.0,Adult,Mrs,1,79.65,"(31.0, 512.329]",1,1,3,S
1,female,36.0,Adult,Mrs,3,17.4,"(14.454, 31.0]",1,0,2,S
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,40.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,28.0,Adult,Mr,2,13.5,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,female,24.0,Adult,Miss,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,24.15,"(14.454, 31.0]",2,0,3,S
0,male,19.0,Teen,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,female,29.0,Adult,Mrs,3,21.075,"(14.454, 31.0]",0,4,5,S
0,male,24.0,Adult,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
1,male,32.0,Adult,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
1,male,62.0,Senior,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
1,female,53.0,Middle,Mrs,1,51.4792,"(31.0, 512.329]",2,0,3,S
1,male,36.0,Adult,Mr,1,26.3875,"(14.454, 31.0]",0,0,1,S
1,female,24.0,Adult,Miss,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,16.0,Teen,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,19.0,Teen,Mr,3,14.5,"(14.454, 31.0]",0,0,1,S
1,female,34.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,39.0,Adult,Mrs,1,55.9,"(31.0, 512.329]",1,0,2,S
0,female,24.0,Adult,Mrs,3,14.4583,"(14.454, 31.0]",1,0,2,C
1,male,32.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
1,female,25.0,Adult,Miss,2,30.0,"(14.454, 31.0]",1,1,3,S
1,female,39.0,Adult,Mrs,1,110.8833,"(31.0, 512.329]",1,1,3,C
0,male,54.0,Middle,Mr,2,26.0,"(14.454, 31.0]",0,0,1,S
0,male,36.0,Adult,Mr,1,40.125,"(31.0, 512.329]",0,0,1,C
0,male,24.0,Adult,Mr,3,8.7125,"(7.91, 14.454]",0,0,1,C
1,female,18.0,Teen,Miss,1,79.65,"(31.0, 512.329]",0,2,3,S
0,male,47.0,Middle,Mr,2,15.0,"(14.454, 31.0]",0,0,1,S
1,male,60.0,Middle,Mr,1,79.2,"(31.0, 512.329]",1,1,3,C
0,male,22.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,35.0,Adult,Mr,3,7.125,"(-0.001, 7.91]",0,0,1,S
1,female,52.0,Middle,Mrs,1,78.2667,"(31.0, 512.329]",1,0,2,C
0,male,47.0,Middle,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
0,female,24.0,Adult,Miss,3,7.75,"(-0.001, 7.91]",0,2,3,Q
0,male,37.0,Adult,Mr,2,26.0,"(14.454, 31.0]",1,0,2,S
0,male,36.0,Adult,Mr,3,24.15,"(14.454, 31.0]",1,1,3,S
1,female,29.0,Adult,Miss,2,33.0,"(31.0, 512.329]",0,0,1,S
0,male,49.0,Middle,Mr,3,0.0,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
1,male,49.0,Middle,Rare,1,56.9292,"(31.0, 512.329]",1,0,2,C
1,female,24.0,Adult,Mrs,2,27.0,"(14.454, 31.0]",2,1,4,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,37.0,Adult,Mr,1,42.4,"(31.0, 512.329]",0,0,1,S
0,male,44.0,Middle,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,35.0,Adult,Mr,1,26.55,"(14.454, 31.0]",0,0,1,C
0,male,36.0,Adult,Mr,3,15.55,"(14.454, 31.0]",1,0,2,S
0,male,30.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,male,27.0,Adult,Mr,1,30.5,"(14.454, 31.0]",0,0,1,S
1,female,22.0,Adult,Mrs,2,41.5792,"(31.0, 512.329]",1,2,4,C
1,female,40.0,Adult,Miss,1,153.4625,"(31.0, 512.329]",0,0,1,S
0,female,39.0,Adult,Mrs,3,31.275,"(31.0, 512.329]",1,5,7,S
0,male,24.0,Adult,Mr,3,7.05,"(-0.001, 7.91]",0,0,1,S
1,female,24.0,Adult,Miss,3,15.5,"(14.454, 31.0]",1,0,2,Q
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,35.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Miss,2,65.0,"(31.0, 512.329]",1,2,4,S
0,male,34.0,Adult,Mr,3,14.4,"(7.91, 14.454]",1,1,3,S
0,female,26.0,Adult,Mrs,3,16.1,"(14.454, 31.0]",1,0,2,S
1,female,4.0,Child,Miss,2,39.0,"(31.0, 512.329]",2,1,4,S
0,male,26.0,Adult,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,27.0,Adult,Mr,3,14.4542,"(7.91, 14.454]",1,0,2,C
1,male,42.0,Middle,Mr,1,52.5542,"(31.0, 512.329]",1,0,2,S
1,male,20.0,Teen,Mr,3,15.7417,"(14.454, 31.0]",1,1,3,C
0,male,21.0,Adult,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
0,male,21.0,Adult,Mr,3,16.1,"(14.454, 31.0]",0,0,1,S
0,male,61.0,Senior,Mr,1,32.3208,"(31.0, 512.329]",0,0,1,S
0,male,57.0,Middle,Rare,2,12.35,"(7.91, 14.454]",0,0,1,Q
1,female,21.0,Adult,Miss,1,77.9583,"(31.0, 512.329]",0,0,1,S
0,male,26.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.7333,"(-0.001, 7.91]",0,0,1,Q
1,male,80.0,Senior,Mr,1,30.0,"(14.454, 31.0]",0,0,1,S
0,male,51.0,Middle,Mr,3,7.0542,"(-0.001, 7.91]",0,0,1,S
1,male,32.0,Adult,Rare,1,30.5,"(14.454, 31.0]",0,0,1,C
0,male,37.0,Adult,Mr,1,0.0,"(-0.001, 7.91]",0,0,1,S
0,female,9.0,Child,Miss,3,27.9,"(14.454, 31.0]",3,2,6,S
1,female,28.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,32.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,31.0,Adult,Mr,2,26.25,"(14.454, 31.0]",1,1,3,S
0,female,41.0,Middle,Mrs,3,39.6875,"(31.0, 512.329]",0,5,6,S
0,male,24.0,Adult,Mr,3,16.1,"(14.454, 31.0]",1,0,2,S
0,male,20.0,Teen,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
1,female,24.0,Adult,Miss,1,69.3,"(31.0, 512.329]",0,0,1,C
0,female,2.0,Child,Miss,3,27.9,"(14.454, 31.0]",3,2,6,S
1,male,24.0,Adult,Mr,3,56.4958,"(31.0, 512.329]",0,0,1,S
1,female,0.75,Child,Miss,3,19.2583,"(14.454, 31.0]",2,1,4,C
1,male,48.0,Middle,Mr,1,76.7292,"(31.0, 512.329]",1,0,2,C
0,male,19.0,Teen,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,male,56.0,Middle,Rare,1,35.5,"(31.0, 512.329]",0,0,1,C
0,male,24.0,Adult,Mr,3,7.55,"(-0.001, 7.91]",0,0,1,S
1,female,23.0,Adult,Miss,3,7.55,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
